,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:58 PM,,
,Date :,1/1/17,to,1/31/17,,,,,,,Cashier :,ajeng,to,ninik,,,,,,Outlet :,110,to,PC,,,,,,,,,,
Code,,Description,,,,,,Qty,Food Rev,,Bev Rev,Oth FB Rev,,Amount +/+,SvChg,,Tax,,Amount Nett,,Cash,,Credit Card,,City Ledger,,Bill FO,,Other Pymt,,Remarks,,
110,,Room ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill No :,,PC-00000183,,Pymt No :,,PC-00000183,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000183,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K102,,
Bill No :,,PC-00000184,,Pymt No :,,PC-00000184,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000184,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K104,,
Bill No :,,PC-00000185,,Pymt No :,,PC-00000185,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000185,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K105,,
Bill No :,,PC-00000186,,Pymt No :,,PC-00000186,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000186,,, 1., 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K106,,
Bill No :,,PC-00000187,,Pymt No :,,PC-00000187,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000187,,, 1., 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K107,,
Bill No :,,PC-00000188,,Pymt No :,,PC-00000188,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000188,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S101,,
Bill No :,,PC-00000189,,Pymt No :,,PC-00000189,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000189,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S102,,
Bill No :,,PC-00000190,,Pymt No :,,PC-00000190,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000190,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S103,,
Bill No :,,PC-00000191,,Pymt No :,,PC-00000191,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,533 058.,,533 058.,53 306.,,58 636.,,645 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000191,,, 1., 0.,, 0.,533 058.,,533 058.,53 306.,,58 636.,,645 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S104,,
Bill No :,,PC-00000192,,Pymt No :,,PC-00000192,,,,Date :,2/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:12:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000192,,, 1., 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S105,,
Bill No :,,PC-00000193,,Pymt No :,,PC-00000193,,,,Date :,3/1/17,Cashier :,,folia,,Pax :,1,Table :,,Time :,1:06:00 PM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,171 488.,,171 488.,17 149.,,18 864.,,207 500.,,,,,,,,,,,,,,
,,,Total,,PC-00000193,,, 1., 0.,, 0.,171 488.,,171 488.,17 149.,,18 864.,,207 500.,, 0.,, 0.,, 0.,, 0.,, 0.,,K106,,
Bill No :,,PC-00000194,,Pymt No :,,PC-00000194,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"OUTLET TRANSACTION REPORT (Detail)
 ",,,,,,,,,,,,,,,,,,,,,,,,, 3 of 151,,,,,,,
,Yats Hotel ,,,,,,,,,,,,,,,,,,,,,,,,,28-Apr-17,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:58 PM,,
,Date :,1/1/17,to,1/31/17,,,,,,,Cashier :,ajeng,to,ninik,,,,,,Outlet :,110,to,PC,,,,,,,,,,
Code,,Description,,,,,,Qty,Food Rev,,Bev Rev,Oth FB Rev,,Amount +/+,SvChg,,Tax,,Amount Nett,,Cash,,Credit Card,,City Ledger,,Bill FO,,Other Pymt,,Remarks,,
110,,Room ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill No :,,PC-00000194,,Pymt No :,,PC-00000194,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
,,,Total,,PC-00000194,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,HA102,,
Bill No :,,PC-00000195,,Pymt No :,,PC-00000195,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000195,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K101,,
Bill No :,,PC-00000196,,Pymt No :,,PC-00000196,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000196,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K103,,
Bill No :,,PC-00000197,,Pymt No :,,PC-00000197,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000197,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K104,,
Bill No :,,PC-00000198,,Pymt No :,,PC-00000198,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,714 876.,,714 876.,71 488.,,78 636.,,865 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000198,,, 1., 0.,, 0.,714 876.,,714 876.,71 488.,,78 636.,,865 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K105,,
Bill No :,,PC-00000199,,Pymt No :,,PC-00000199,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000199,,, 1., 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K107,,
Bill No :,,PC-00000200,,Pymt No :,,PC-00000200,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000200,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S101,,
Bill No :,,PC-00000201,,Pymt No :,,PC-00000201,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000201,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S102,,
Bill No :,,PC-00000202,,Pymt No :,,PC-00000202,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000202,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S103,,
Bill No :,,PC-00000203,,Pymt No :,,PC-00000203,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000203,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,HA101,,
Bill No :,,PC-00000204,,Pymt No :,,PC-00000204,,,,Date :,3/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:55:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000204,,, 1., 0.,, 0.,285 124.,,285 124.,28 512.,,31 364.,,345 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S105,,
Bill No :,,PC-00000205,,Pymt No :,,PC-00000205,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,603 306.,,603 306.,60 331.,,66 364.,,730 000.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"OUTLET TRANSACTION REPORT (Detail)
 ",,,,,,,,,,,,,,,,,,,,,,,,, 4 of 151,,,,,,,
,Yats Hotel ,,,,,,,,,,,,,,,,,,,,,,,,,28-Apr-17,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:58 PM,,
,Date :,1/1/17,to,1/31/17,,,,,,,Cashier :,ajeng,to,ninik,,,,,,Outlet :,110,to,PC,,,,,,,,,,
Code,,Description,,,,,,Qty,Food Rev,,Bev Rev,Oth FB Rev,,Amount +/+,SvChg,,Tax,,Amount Nett,,Cash,,Credit Card,,City Ledger,,Bill FO,,Other Pymt,,Remarks,,
110,,Room ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill No :,,PC-00000205,,Pymt No :,,PC-00000205,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
,,,Total,,PC-00000205,,, 1., 0.,, 0.,603 306.,,603 306.,60 331.,,66 364.,,730 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,HA101,,
Bill No :,,PC-00000206,,Pymt No :,,PC-00000206,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,603 306.,,603 306.,60 331.,,66 364.,,730 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000206,,, 1., 0.,, 0.,603 306.,,603 306.,60 331.,,66 364.,,730 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,HA102,,
Bill No :,,PC-00000207,,Pymt No :,,PC-00000207,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000207,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K103,,
Bill No :,,PC-00000208,,Pymt No :,,PC-00000208,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000208,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K104,,
Bill No :,,PC-00000209,,Pymt No :,,PC-00000209,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,293 388.,,293 388.,29 339.,,32 273.,,355 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000209,,, 1., 0.,, 0.,293 388.,,293 388.,29 339.,,32 273.,,355 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K105,,
Bill No :,,PC-00000210,,Pymt No :,,PC-00000210,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000210,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S102,,
Bill No :,,PC-00000211,,Pymt No :,,PC-00000211,,,,Date :,4/1/17,Cashier :,,fomaya,,Pax :,2,Table :,,Time :,6:52:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000211,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S104,,
Bill No :,,PC-00000212,,Pymt No :,,PC-00000212,,,,Date :,5/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:15:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000212,,, 1., 0.,, 0.,371 901.,,371 901.,37 190.,,40 909.,,450 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K103,,
Bill No :,,PC-00000213,,Pymt No :,,PC-00000213,,,,Date :,5/1/17,Cashier :,,folia,,Pax :,2,Table :,,Time :,7:15:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000213,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,S104,,
Bill No :,,PC-00000214,,Pymt No :,,PC-00000214,,,,Date :,6/1/17,Cashier :,,fochrista,,Pax :,2,Table :,,Time :,7:13:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000214,,, 1., 0.,, 0.,504 132.,,504 132.,50 413.,,55 455.,,610 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K101,,
Bill No :,,PC-00000215,,Pymt No :,,PC-00000215,,,,Date :,6/1/17,Cashier :,,fochrista,,Pax :,2,Table :,,Time :,7:13:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,379 339.,,379 339.,37 934.,,41 727.,,459 000.,,,,,,,,,,,,,,
,,,Total,,PC-00000215,,, 1., 0.,, 0.,379 339.,,379 339.,37 934.,,41 727.,,459 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K102,,
Bill No :,,PC-00000216,,Pymt No :,,PC-00000216,,,,Date :,6/1/17,Cashier :,,fochrista,,Pax :,2,Table :,,Time :,7:13:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,379 339.,,379 339.,37 934.,,41 727.,,459 000.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"OUTLET TRANSACTION REPORT (Detail)
 ",,,,,,,,,,,,,,,,,,,,,,,,, 5 of 151,,,,,,,
,Yats Hotel ,,,,,,,,,,,,,,,,,,,,,,,,,28-Apr-17,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:58 PM,,
,Date :,1/1/17,to,1/31/17,,,,,,,Cashier :,ajeng,to,ninik,,,,,,Outlet :,110,to,PC,,,,,,,,,,
Code,,Description,,,,,,Qty,Food Rev,,Bev Rev,Oth FB Rev,,Amount +/+,SvChg,,Tax,,Amount Nett,,Cash,,Credit Card,,City Ledger,,Bill FO,,Other Pymt,,Remarks,,
110,,Room ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill No :,,PC-00000216,,Pymt No :,,PC-00000216,,,,Date :,6/1/17,Cashier :,,fochrista,,Pax :,2,Table :,,Time :,7:13:00 AM,,,,,,Waiter :,,,,,,
,,,Total,,PC-00000216,,, 1., 0.,, 0.,379 339.,,379 339.,37 934.,,41 727.,,459 000.,, 0.,, 0.,, 0.,, 0.,, 0.,,K105,,
Bill No :,,PC-00000217,,Pymt No :,,PC-00000217,,,,Date :,6/1/17,Cashier :,,fochrista,,Pax :,2,Table :,,Time :,7:13:00 AM,,,,,,Waiter :,,,,,,
RM001,,Room Revenue,,,,,,1, 0.,, 0.,296 901.,,296 901.,29 690.,,32 659.,,359 250.,,,,,,,,,,,,,,
,,,Total,,PC-00000217,,, 1., 0.,, 0.,296 901.,,296 901.,29 690.,,32 659.,,359 250.,, 0.,, 0.,, 0.,, 0.,, 0.,,K106,,
